# Solver information
# Time        	U_solver      	Ux_initial    	Ux_final      	Ux_iters      	Uy_initial    	Uy_final      	Uy_iters      	Uz_initial    	Uz_final      	Uz_iters      	U_converged   	p_solver      	p_initial     	p_final       	p_iters       	p_converged   
111           	smoothSolver	2.543820e-03	1.014520e-04	3	5.513270e-03	5.346720e-04	2	4.892150e-03	4.677120e-04	2	false	GAMG	2.922840e-02	2.481990e-04	4	true
112           	smoothSolver	2.539650e-03	1.014040e-04	3	5.508700e-03	5.322760e-04	2	4.899680e-03	4.699990e-04	2	false	GAMG	3.013700e-02	2.498140e-04	4	true
113           	smoothSolver	2.535530e-03	1.008020e-04	3	5.499640e-03	5.266910e-04	2	4.904810e-03	4.704170e-04	2	false	GAMG	2.895840e-02	2.300090e-04	4	true
114           	smoothSolver	2.525960e-03	1.004050e-04	3	5.490500e-03	5.245150e-04	2	4.905220e-03	4.707060e-04	2	false	GAMG	2.890920e-02	2.327480e-04	4	true
115           	smoothSolver	2.522190e-03	2.516600e-04	2	5.479110e-03	5.228600e-04	2	4.917980e-03	4.721810e-04	2	false	GAMG	3.061540e-02	2.422610e-04	4	true
116           	smoothSolver	2.518000e-03	1.027490e-04	3	5.470000e-03	5.238090e-04	2	4.913910e-03	4.721020e-04	2	false	GAMG	2.973670e-02	2.437920e-04	4	true
117           	smoothSolver	2.509160e-03	1.011110e-04	3	5.453850e-03	5.212670e-04	2	4.925060e-03	4.708520e-04	2	false	GAMG	2.952680e-02	2.423810e-04	4	true
118           	smoothSolver	2.498840e-03	9.946820e-05	3	5.446040e-03	5.225190e-04	2	4.934140e-03	4.694910e-04	2	false	GAMG	2.936760e-02	2.448470e-04	4	true
119           	smoothSolver	2.495730e-03	2.485310e-04	2	5.435480e-03	5.189440e-04	2	4.949780e-03	4.696440e-04	2	false	GAMG	3.116100e-02	2.486970e-04	4	true
120           	smoothSolver	2.493000e-03	1.009860e-04	3	5.430460e-03	5.161630e-04	2	4.953130e-03	4.689280e-04	2	false	GAMG	3.063740e-02	2.470800e-04	4	true
121           	smoothSolver	2.485630e-03	9.886160e-05	3	5.417800e-03	5.116410e-04	2	4.964390e-03	4.684950e-04	2	false	GAMG	3.030790e-02	2.522730e-04	4	true
122           	smoothSolver	2.474030e-03	2.473910e-04	2	5.414010e-03	5.104700e-04	2	4.968770e-03	4.697400e-04	2	false	GAMG	3.159380e-02	2.606780e-04	4	true
123           	smoothSolver	2.471610e-03	9.913530e-05	3	5.407620e-03	5.063850e-04	2	4.978080e-03	4.676890e-04	2	false	GAMG	3.104860e-02	2.669620e-04	4	true
124           	smoothSolver	2.461900e-03	2.456280e-04	2	5.409830e-03	5.055600e-04	2	4.988620e-03	4.693930e-04	2	false	GAMG	3.205830e-02	2.770790e-04	4	true
125           	smoothSolver	2.456640e-03	9.787290e-05	3	5.400850e-03	5.007300e-04	2	4.994500e-03	4.674930e-04	2	false	GAMG	3.238420e-02	2.711960e-04	4	true
126           	smoothSolver	2.445490e-03	2.426740e-04	2	5.403370e-03	5.035930e-04	2	5.004920e-03	4.682450e-04	2	false	GAMG	3.302190e-02	2.823850e-04	4	true
127           	smoothSolver	2.440820e-03	9.643730e-05	3	5.396750e-03	4.992740e-04	2	5.015290e-03	4.660100e-04	2	false	GAMG	3.309690e-02	2.779000e-04	4	true
128           	smoothSolver	2.429430e-03	2.398120e-04	2	5.402910e-03	5.010100e-04	2	5.021710e-03	4.670200e-04	2	false	GAMG	3.317480e-02	2.800640e-04	4	true
129           	smoothSolver	2.424760e-03	9.574230e-05	3	5.393670e-03	4.980830e-04	2	5.027010e-03	4.660000e-04	2	false	GAMG	3.306800e-02	2.814450e-04	4	true
130           	smoothSolver	2.421550e-03	2.392160e-04	2	5.397090e-03	4.985260e-04	2	5.038330e-03	4.679140e-04	2	false	GAMG	3.348980e-02	2.823440e-04	4	true
131           	smoothSolver	2.417440e-03	9.454450e-05	3	5.386260e-03	4.934650e-04	2	5.036490e-03	4.659820e-04	2	false	GAMG	3.344410e-02	2.684230e-04	4	true
132           	smoothSolver	2.410730e-03	2.368500e-04	2	5.382440e-03	4.933780e-04	2	5.051360e-03	4.672350e-04	2	false	GAMG	3.367980e-02	2.720750e-04	4	true
133           	smoothSolver	2.411320e-03	2.409640e-04	2	5.369490e-03	4.916120e-04	2	5.055750e-03	4.642250e-04	2	false	GAMG	3.299070e-02	2.863440e-04	4	true
134           	smoothSolver	2.406650e-03	9.519030e-05	3	5.364360e-03	4.917830e-04	2	5.056330e-03	4.626260e-04	2	false	GAMG	3.422740e-02	2.969520e-04	4	true
135           	smoothSolver	2.401940e-03	2.368180e-04	2	5.365360e-03	4.902670e-04	2	5.068890e-03	4.621360e-04	2	false	GAMG	3.370200e-02	3.003870e-04	4	true
136           	smoothSolver	2.400150e-03	2.394220e-04	2	5.359210e-03	4.878670e-04	2	5.068150e-03	4.611080e-04	2	false	GAMG	3.310000e-02	3.031880e-04	4	true
137           	smoothSolver	2.401720e-03	9.497080e-05	3	5.356720e-03	4.859980e-04	2	5.073820e-03	4.620830e-04	2	false	GAMG	3.434160e-02	2.824930e-04	4	true
138           	smoothSolver	2.401090e-03	2.362100e-04	2	5.365290e-03	4.853890e-04	2	5.083840e-03	4.639790e-04	2	false	GAMG	3.399270e-02	2.836170e-04	4	true
139           	smoothSolver	2.407130e-03	2.395240e-04	2	5.361150e-03	4.822140e-04	2	5.092010e-03	4.643880e-04	2	false	GAMG	3.395030e-02	2.812990e-04	4	true
140           	smoothSolver	2.409120e-03	9.477760e-05	3	5.360200e-03	4.822090e-04	2	5.096060e-03	4.657470e-04	2	false	GAMG	3.460920e-02	2.675160e-04	4	true
141           	smoothSolver	2.413420e-03	2.368980e-04	2	5.366470e-03	4.821070e-04	2	5.109420e-03	4.658030e-04	2	false	GAMG	3.401810e-02	2.587640e-04	4	true
142           	smoothSolver	2.419920e-03	2.395320e-04	2	5.371410e-03	4.830450e-04	2	5.116130e-03	4.654570e-04	2	false	GAMG	3.383780e-02	2.593320e-04	4	true
143           	smoothSolver	2.427630e-03	2.424200e-04	2	5.370140e-03	4.823710e-04	2	5.125750e-03	4.626610e-04	2	false	GAMG	3.320740e-02	2.490250e-04	4	true
144           	smoothSolver	2.430620e-03	9.507350e-05	3	5.366930e-03	4.831320e-04	2	5.128200e-03	4.610140e-04	2	false	GAMG	3.563680e-02	2.592170e-04	4	true
145           	smoothSolver	2.433200e-03	2.368340e-04	2	5.370640e-03	4.838390e-04	2	5.144380e-03	4.603200e-04	2	false	GAMG	3.398430e-02	2.569020e-04	4	true
146           	smoothSolver	2.438310e-03	2.389860e-04	2	5.371390e-03	4.842200e-04	2	5.147630e-03	4.584400e-04	2	false	GAMG	3.370400e-02	2.472380e-04	4	true
147           	smoothSolver	2.443040e-03	2.410240e-04	2	5.371640e-03	4.826300e-04	2	5.155660e-03	4.583380e-04	2	false	GAMG	3.350130e-02	2.474510e-04	4	true
